Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
54.2,145.2,15.9,8.8,7.0,149.8,0,Assam,-1
63.8,159.4,21.4,7.5,5.6,161.9,0,Assam,-1
43.7,129.9,12.9,7.5,4.5,132.4,0,Assam,-1
35.1,147.2,2.8,9.6,5.8,149.7,0,Assam,-1
41.8,152.1,11.4,6.4,5.3,158.8,1,Bhuttan,+1
54.6,155.7,17.1,6.6,4.6,158.9,0,Assam,-1
47.5,146.2,16.3,7.9,5.2,149.3,0,Assam,-1
38.1,149.4,4.5,10.1,5.9,152.9,1,Bhuttan,+1
32.6,137.0,7.2,6.1,5.9,139.5,0,Assam,-1
62.2,151.9,15.4,8.9,5.5,154.4,0,Assam,-1
56.4,154.6,12.1,9.3,5.5,159.3,0,Assam,-1
48.6,149.1,11.3,10.0,5.7,155.7,1,Bhuttan,+1
66.4,133.8,11.9,7.1,4.4,136.5,0,Assam,-1
36.3,148.6,20.7,9.7,3.5,151.1,0,Assam,-1
37.9,152.0,19.2,11.5,7.3,155.5,1,Bhuttan,+1
39.0,138.2,3.3,9.1,3.3,140.7,0,Assam,-1
30.1,135.2,16.2,13.3,6.5,141.4,0,Bhuttan,+1
43.5,145.5,9.0,4.3,6.2,149.0,1,Bhuttan,+1
51.7,144.5,12.6,7.6,4.7,147.0,0,Assam,-1
65.1,125.9,11.3,6.7,4.2,132.4,0,Assam,-1
57.8,146.0,6.0,5.8,5.6,148.5,0,Assam,-1
48.1,133.4,8.2,10.4,5.8,136.6,0,Assam,-1
57.5,155.3,9.8,10.4,7.2,158.8,1,Bhuttan,+1
63.1,130.7,11.3,8.4,5.1,133.4,1,Assam,-1
62.8,149.7,10.1,8.5,6.9,153.2,0,Bhuttan,+1
26.7,161.7,8.3,9.0,4.9,164.2,0,Assam,-1
42.2,138.1,6.5,9.4,5.5,141.6,1,Bhuttan,+1
69.6,125.0,15.4,9.2,7.7,127.5,0,Assam,-1
66.4,154.8,15.2,8.8,6.1,157.3,0,Assam,-1
58.7,166.3,13.6,8.0,5.0,168.8,0,Assam,-1
38.0,153.4,5.2,9.9,4.6,157.5,1,Bhuttan,+1
40.6,128.2,8.4,8.9,4.6,132.5,1,Bhuttan,+1
46.7,138.4,5.9,10.5,5.0,143.7,1,Bhuttan,+1
61.8,143.4,16.6,7.8,5.4,145.9,1,Assam,-1
55.6,167.3,16.8,10.2,5.3,169.8,0,Assam,-1
42.6,158.5,14.3,8.9,7.4,162.6,0,Assam,-1
72.5,152.7,6.8,10.1,4.8,155.2,0,Assam,-1
54.7,152.5,2.0,11.3,8.0,156.3,0,Bhuttan,+1
44.2,146.0,11.2,10.3,5.1,150.3,1,Bhuttan,+1
36.1,121.8,5.4,10.3,6.2,127.3,1,Bhuttan,+1
46.6,153.5,9.7,6.8,5.8,156.0,0,Assam,-1
37.8,143.7,3.4,9.3,5.2,147.7,1,Bhuttan,+1
52.5,141.7,4.9,10.0,3.2,144.3,0,Assam,-1
55.8,163.7,-3.8,6.9,5.7,167.2,1,Bhuttan,+1
66.1,126.0,11.3,8.6,5.5,128.9,0,Assam,-1
42.3,139.1,13.2,12.5,7.1,143.1,0,Bhuttan,+1
45.3,127.1,12.3,6.9,6.4,129.6,0,Assam,-1
39.0,159.9,3.3,8.3,5.8,163.9,1,Bhuttan,+1
41.1,144.2,12.7,11.2,8.3,152.4,1,Bhuttan,+1
33.0,157.9,10.2,5.5,4.4,160.9,0,Assam,-1
26.5,149.6,13.4,10.0,7.3,153.1,1,Bhuttan,+1
35.5,158.9,15.0,8.5,5.1,161.4,0,Assam,-1
65.5,161.3,-0.3,10.4,6.0,164.8,1,Bhuttan,+1
34.2,144.0,18.1,9.7,5.5,147.5,0,Bhuttan,+1
31.4,157.2,19.0,7.4,5.0,159.7,0,Assam,-1
44.0,117.4,10.3,11.8,5.9,119.9,0,Assam,-1
36.1,155.0,8.4,8.3,5.4,157.5,0,Assam,-1
34.2,152.1,7.9,10.5,6.0,158.2,1,Bhuttan,+1
39.6,149.3,14.2,8.2,4.7,151.8,0,Assam,-1
41.0,135.5,11.9,7.9,5.0,139.7,1,Bhuttan,+1
59.2,136.2,15.8,9.0,7.1,139.5,1,Assam,-1
54.6,157.9,8.2,9.5,6.1,161.1,0,Assam,-1
33.0,144.2,0.3,9.3,4.1,149.1,1,Bhuttan,+1
40.2,140.8,8.4,8.2,5.1,144.3,1,Bhuttan,+1
41.7,153.4,4.2,8.1,6.4,157.2,1,Bhuttan,+1
46.1,142.2,10.6,11.2,6.0,146.7,1,Bhuttan,+1
48.6,139.0,9.8,9.6,7.6,145.8,1,Bhuttan,+1
53.1,148.6,10.0,6.6,2.2,151.1,0,Assam,-1
66.6,136.4,19.1,6.7,5.6,138.9,0,Assam,-1
36.3,131.1,3.3,9.4,5.2,135.0,1,Bhuttan,+1
47.0,142.3,17.6,6.7,6.5,144.8,0,Assam,-1
34.9,135.0,10.0,12.2,6.7,142.0,1,Bhuttan,+1
48.8,143.6,11.0,7.1,4.7,147.1,1,Bhuttan,+1
47.7,136.4,10.7,9.2,5.6,138.9,0,Assam,-1
51.6,140.5,14.4,9.2,5.1,143.0,0,Assam,-1
50.9,149.1,11.1,11.6,6.9,154.3,1,Bhuttan,+1
43.2,146.2,15.3,6.4,5.6,148.8,0,Assam,-1
33.4,167.9,13.7,7.0,5.1,170.4,0,Assam,-1
48.7,149.6,14.5,7.3,6.3,152.1,0,Assam,-1
42.4,172.4,13.2,9.6,5.2,174.9,0,Assam,-1
49.3,151.8,13.9,10.0,4.1,154.3,0,Assam,-1
49.5,168.0,9.7,13.5,4.6,171.5,1,Bhuttan,+1
45.4,147.3,10.3,4.9,4.0,152.2,0,Assam,-1
40.6,144.2,9.1,8.4,4.7,147.2,0,Assam,-1
60.3,126.5,13.2,9.6,5.8,133.4,0,Assam,-1
58.0,161.0,9.1,7.2,6.3,163.5,0,Assam,-1
56.7,136.6,6.0,5.2,4.9,139.1,1,Assam,-1
26.0,137.4,13.7,8.9,4.9,140.9,0,Bhuttan,+1
39.7,144.6,13.5,9.1,6.2,148.1,1,Bhuttan,+1
35.2,157.3,12.7,7.8,6.4,159.8,0,Assam,-1
40.2,151.6,7.8,9.9,5.4,157.9,1,Bhuttan,+1
50.8,142.1,12.0,8.5,3.9,144.6,0,Assam,-1
58.5,152.5,5.4,9.3,5.9,155.0,0,Assam,-1
60.7,145.7,18.1,9.1,6.8,148.2,0,Assam,-1
41.0,152.3,6.4,7.3,4.6,154.8,0,Assam,-1
34.4,142.0,-1.0,8.4,6.0,148.4,1,Bhuttan,+1
28.7,154.5,7.9,7.9,6.6,157.5,0,Assam,-1
48.4,140.3,18.7,5.8,4.6,149.9,1,Bhuttan,+1
34.6,119.6,0.0,11.2,6.4,128.3,1,Bhuttan,+1
32.8,148.9,0.6,8.2,6.2,154.3,1,Bhuttan,+1
39.4,158.3,10.9,5.4,5.1,160.8,0,Assam,-1
33.8,155.2,12.2,7.1,4.2,157.7,0,Assam,-1
33.0,134.2,7.4,13.5,5.7,138.9,1,Bhuttan,+1
44.9,141.1,9.2,7.5,5.1,143.6,0,Assam,-1
50.1,136.9,15.5,9.4,6.0,140.4,1,Bhuttan,+1
58.1,156.8,4.8,9.4,7.5,161.8,1,Bhuttan,+1
46.7,129.9,3.6,12.8,6.9,136.1,1,Bhuttan,+1
38.3,144.7,14.8,11.8,5.5,150.4,1,Bhuttan,+1
63.4,149.2,11.7,11.2,6.4,158.1,1,Bhuttan,+1
59.9,135.9,10.1,6.4,5.7,138.4,0,Assam,-1
61.3,123.7,12.5,9.0,5.6,127.9,0,Assam,-1
35.0,167.0,17.7,8.2,5.4,169.6,0,Assam,-1
51.7,151.9,14.1,9.6,6.7,156.4,1,Bhuttan,+1
48.6,152.0,9.0,9.9,4.1,155.6,0,Assam,-1
39.8,124.3,9.4,8.5,5.3,126.8,0,Assam,-1
30.7,147.7,14.1,11.2,3.8,150.2,0,Assam,-1
61.9,135.6,11.5,9.8,2.8,138.1,0,Assam,-1
45.5,154.7,15.2,12.6,6.6,158.8,1,Bhuttan,+1
54.6,135.9,19.6,6.7,6.2,138.4,0,Assam,-1
56.4,131.1,9.7,9.6,6.1,133.6,0,Assam,-1
53.9,147.9,2.9,11.9,5.9,153.3,1,Bhuttan,+1
63.5,149.7,13.1,9.6,6.6,153.4,1,Bhuttan,+1
37.8,168.4,9.0,9.4,5.1,172.4,0,Assam,-1
50.2,134.0,11.8,6.2,4.8,138.5,1,Assam,-1
51.9,155.3,20.3,5.8,3.2,157.8,0,Assam,-1
37.1,161.5,3.6,10.5,5.1,164.0,0,Assam,-1
36.0,151.1,16.9,9.3,7.4,154.6,1,Bhuttan,+1
62.2,145.9,5.5,6.1,7.7,149.4,1,Bhuttan,+1
55.1,153.4,15.1,6.7,5.8,155.9,1,Assam,-1
27.6,126.5,1.3,10.4,4.9,133.3,1,Bhuttan,+1
39.7,152.4,8.2,8.0,5.8,155.9,1,Bhuttan,+1
36.5,147.0,6.9,10.4,6.4,150.7,1,Bhuttan,+1
22.1,154.3,18.5,9.4,3.3,156.8,0,Assam,-1
38.3,149.4,18.1,7.8,5.9,157.7,1,Bhuttan,+1
51.5,142.6,7.4,6.5,4.8,145.1,0,Assam,-1
57.2,127.3,15.2,7.0,6.5,129.8,0,Assam,-1
31.4,148.5,12.9,7.8,5.1,151.0,0,Assam,-1
46.1,157.5,6.1,8.8,6.6,160.0,0,Assam,-1
54.5,152.4,12.5,9.5,6.1,159.0,0,Assam,-1
46.2,135.7,13.4,6.3,4.4,138.2,0,Assam,-1
37.2,155.6,13.5,7.6,5.0,158.1,0,Assam,-1
54.2,168.6,-0.0,13.1,6.6,172.1,1,Bhuttan,+1
52.4,154.9,8.2,11.1,4.8,157.4,0,Assam,-1
45.5,143.6,13.2,8.8,6.5,148.1,1,Bhuttan,+1
42.0,140.8,6.8,12.3,7.0,149.9,1,Bhuttan,+1
41.8,139.6,4.7,8.9,5.6,143.1,1,Bhuttan,+1
66.1,166.8,19.7,7.5,4.8,169.6,0,Assam,-1
55.6,158.0,18.0,6.8,4.3,160.5,0,Assam,-1
52.9,142.0,10.6,9.2,9.0,148.3,0,Bhuttan,+1
44.0,145.2,10.9,5.2,4.3,147.7,0,Assam,-1
50.2,136.0,15.8,7.1,5.9,139.8,0,Assam,-1
42.7,155.6,2.6,10.7,6.3,159.1,1,Bhuttan,+1
54.8,129.0,11.4,7.9,4.3,131.6,0,Assam,-1
49.6,149.8,13.2,9.1,7.1,153.3,1,Bhuttan,+1
28.8,128.1,10.4,12.4,5.3,135.5,1,Bhuttan,+1
55.0,147.0,14.1,9.0,6.0,149.6,0,Assam,-1
40.2,153.5,10.4,8.8,5.5,158.1,1,Bhuttan,+1
18.0,129.0,-1.0,15.1,4.6,136.3,0,Bhuttan,+1
59.5,151.1,10.5,9.3,6.0,156.2,1,Bhuttan,+1
38.3,151.2,15.6,11.0,6.5,154.7,0,Bhuttan,+1
45.2,176.3,15.8,6.7,4.5,178.8,0,Assam,-1
52.3,138.9,11.4,6.7,3.3,141.4,0,Assam,-1
35.0,159.7,12.1,7.6,4.6,162.2,0,Assam,-1
61.2,161.1,12.2,8.9,6.0,163.6,0,Assam,-1
31.9,139.0,16.0,7.3,6.4,142.5,1,Bhuttan,+1
56.5,145.3,4.4,11.1,6.2,148.8,1,Bhuttan,+1
56.6,147.3,18.6,6.2,6.0,149.8,1,Assam,-1
49.7,151.3,7.7,8.9,6.8,159.4,1,Bhuttan,+1
70.2,130.2,10.3,9.6,5.6,132.7,0,Assam,-1
44.3,149.7,10.8,6.0,6.1,152.2,0,Assam,-1
72.2,155.6,8.9,6.0,3.7,158.1,0,Assam,-1
58.3,142.5,22.7,12.2,6.6,146.3,1,Bhuttan,+1
38.4,150.8,13.9,12.6,5.3,157.3,1,Bhuttan,+1
47.8,138.9,7.9,10.6,5.1,141.4,0,Assam,-1
34.2,160.3,6.6,8.8,5.4,162.8,0,Assam,-1
32.4,164.3,21.9,9.7,3.8,166.8,0,Assam,-1
58.2,149.2,10.3,8.1,5.5,151.7,0,Assam,-1
36.3,137.2,14.9,11.0,4.9,140.7,1,Bhuttan,+1
47.1,153.0,14.5,8.2,5.3,155.5,0,Assam,-1
36.4,154.4,0.0,7.7,5.4,158.7,1,Bhuttan,+1
39.4,146.5,17.0,5.8,5.4,149.0,0,Assam,-1
52.2,131.7,13.3,9.2,4.1,134.9,1,Assam,-1
39.0,143.9,12.7,9.9,4.6,146.4,0,Assam,-1
40.6,154.8,12.8,7.0,5.6,158.0,0,Assam,-1
49.3,135.3,16.2,6.6,5.3,137.8,0,Assam,-1
50.8,145.0,9.8,10.6,3.7,147.5,0,Assam,-1
27.9,134.5,6.7,10.2,5.7,141.0,1,Bhuttan,+1
46.6,138.4,10.6,11.8,4.6,144.7,1,Bhuttan,+1
42.1,151.0,12.7,8.7,3.8,153.5,0,Assam,-1
35.0,141.2,12.4,10.7,4.5,143.7,0,Assam,-1
36.9,147.0,10.4,11.9,5.5,150.5,1,Bhuttan,+1
50.6,144.2,6.3,9.3,6.6,148.6,1,Bhuttan,+1
47.5,168.4,18.2,7.9,3.5,170.9,0,Assam,-1
44.7,129.9,7.2,11.6,7.2,135.5,1,Bhuttan,+1
52.3,154.1,12.1,8.9,4.9,156.6,0,Assam,-1
35.0,135.5,0.3,7.8,6.2,139.0,1,Bhuttan,+1
64.1,138.3,3.8,6.7,3.6,141.9,0,Assam,-1
45.5,168.5,8.7,9.0,5.5,171.0,0,Assam,-1
45.5,143.3,5.3,6.7,6.2,147.2,0,Assam,-1
50.0,145.2,8.6,8.5,5.0,149.9,1,Bhuttan,+1
29.6,125.4,7.0,11.4,4.5,133.7,1,Bhuttan,+1
65.3,147.0,15.1,6.9,4.5,149.5,0,Assam,-1
40.1,155.5,12.6,7.4,4.0,158.0,0,Assam,-1
46.1,160.9,13.5,5.0,4.9,163.4,0,Assam,-1
44.2,140.2,15.9,7.8,8.0,143.7,1,Bhuttan,+1
55.7,140.2,10.3,8.2,6.5,142.7,0,Assam,-1
38.9,158.3,11.0,6.7,3.2,160.8,0,Assam,-1
50.4,143.3,6.6,9.0,4.7,145.8,0,Assam,-1
39.6,132.0,2.9,5.3,6.0,137.7,1,Bhuttan,+1
52.2,159.8,7.5,9.4,4.5,162.3,0,Assam,-1
17.5,124.5,12.5,9.2,5.7,128.0,0,Assam,-1
28.2,150.4,18.1,10.1,6.1,154.1,1,Assam,-1
54.8,144.8,2.6,5.7,4.7,148.2,0,Assam,-1
43.7,146.5,7.0,10.8,5.3,151.2,1,Bhuttan,+1
47.8,136.1,10.4,8.9,6.3,138.6,0,Assam,-1
44.8,152.5,12.5,7.9,4.5,155.0,0,Assam,-1
43.6,136.2,9.8,12.2,6.4,142.2,0,Bhuttan,+1
53.8,136.2,9.7,10.9,5.9,143.8,0,Bhuttan,+1
61.3,142.7,12.4,8.1,6.4,146.6,1,Bhuttan,+1
60.3,140.4,11.8,6.7,5.7,145.9,1,Bhuttan,+1
58.5,150.0,9.3,10.8,6.7,152.5,0,Assam,-1
65.3,153.2,14.7,9.2,8.8,157.8,1,Bhuttan,+1
28.5,152.8,5.9,9.9,4.6,155.3,0,Assam,-1
39.6,158.6,14.1,9.9,4.9,161.1,0,Assam,-1
33.1,145.4,6.0,9.7,6.3,149.4,1,Bhuttan,+1
39.5,139.0,12.6,11.2,6.8,143.6,1,Bhuttan,+1
43.6,145.4,7.5,6.3,6.2,147.9,0,Assam,-1
55.6,134.6,14.4,7.6,5.1,138.4,0,Assam,-1
41.3,157.7,15.8,8.6,5.6,161.1,0,Assam,-1
35.9,128.5,6.0,7.0,6.6,133.8,1,Bhuttan,+1
54.2,140.7,20.0,8.7,6.0,144.2,0,Bhuttan,+1
52.6,136.6,22.1,8.7,6.4,143.7,1,Bhuttan,+1
68.3,131.8,10.8,6.7,4.6,134.8,0,Assam,-1
46.7,133.5,4.8,5.7,6.0,140.2,1,Bhuttan,+1
44.8,162.1,8.4,7.3,6.8,165.6,0,Bhuttan,+1
61.4,136.6,19.7,7.7,5.1,139.1,0,Assam,-1
28.6,169.0,7.9,6.2,6.4,171.5,0,Assam,-1
42.5,164.4,11.1,9.3,6.0,167.1,0,Assam,-1
38.0,142.6,14.7,6.5,5.6,145.1,0,Assam,-1
47.1,135.2,10.2,7.9,6.5,142.3,1,Bhuttan,+1
42.9,158.7,7.0,9.9,4.9,161.2,0,Assam,-1
30.1,147.2,16.8,10.0,6.3,151.9,0,Bhuttan,+1
39.4,147.6,3.5,7.6,6.2,151.1,1,Bhuttan,+1
58.8,147.3,14.4,9.1,4.8,149.8,0,Assam,-1
28.1,156.8,16.8,9.5,6.5,160.9,1,Bhuttan,+1
62.7,157.5,4.5,11.6,5.6,161.0,1,Bhuttan,+1
33.9,134.7,11.6,7.4,2.5,137.2,1,Assam,-1
45.2,165.3,10.8,6.2,8.6,169.0,1,Bhuttan,+1
22.1,146.3,14.2,12.9,6.4,150.6,1,Bhuttan,+1
51.9,152.6,4.8,11.0,7.1,156.8,0,Bhuttan,+1
38.8,169.8,8.3,8.1,5.0,172.3,0,Assam,-1
43.3,151.2,4.2,7.7,6.0,156.6,1,Bhuttan,+1
66.9,145.7,11.8,7.3,3.3,148.2,0,Assam,-1
26.7,128.7,2.7,7.9,5.7,133.8,1,Bhuttan,+1
63.8,152.4,7.8,10.7,5.2,158.0,1,Bhuttan,+1
56.6,136.3,10.0,8.9,5.5,138.8,0,Assam,-1
47.0,148.7,6.5,7.6,5.5,154.3,1,Bhuttan,+1
57.6,155.5,13.8,9.5,6.6,159.0,1,Bhuttan,+1
54.7,146.2,10.1,12.0,5.9,149.7,1,Bhuttan,+1
35.9,142.5,18.6,8.7,6.4,146.0,1,Bhuttan,+1
29.6,121.3,4.9,9.6,5.6,126.8,0,Bhuttan,+1
49.8,155.7,24.9,8.2,5.0,158.2,0,Assam,-1
45.9,145.2,9.0,10.8,6.1,148.7,1,Bhuttan,+1
51.7,149.8,5.4,10.9,5.1,153.3,1,Bhuttan,+1
43.7,154.1,-1.3,10.7,6.8,159.1,1,Bhuttan,+1
37.5,143.5,10.3,8.3,4.9,148.4,0,Assam,-1
35.1,160.1,15.5,5.6,4.7,162.6,1,Assam,-1
46.7,153.5,16.4,6.9,5.4,156.0,0,Assam,-1
37.5,139.0,12.2,9.1,7.2,142.5,1,Bhuttan,+1
42.3,144.1,10.2,10.3,7.3,147.6,1,Bhuttan,+1
45.0,146.3,10.4,8.7,4.8,148.8,0,Assam,-1
53.3,153.8,10.5,8.2,6.6,156.3,0,Assam,-1
43.9,143.6,5.4,7.7,5.0,146.1,0,Assam,-1
65.1,145.7,11.5,11.2,4.6,148.2,0,Assam,-1
47.2,176.3,5.4,7.3,4.9,178.8,0,Assam,-1
46.7,136.7,11.1,9.3,6.2,140.2,1,Bhuttan,+1
39.5,140.1,10.2,8.7,6.9,143.6,1,Bhuttan,+1
31.8,155.9,9.4,8.5,4.8,159.3,0,Assam,-1
27.7,140.5,16.2,10.4,4.8,143.0,1,Assam,-1
25.5,140.4,6.2,9.4,6.2,144.2,1,Bhuttan,+1
33.8,144.7,15.0,7.4,6.7,147.2,0,Assam,-1
52.7,161.8,12.6,9.0,5.7,164.3,0,Assam,-1
48.4,157.9,12.1,10.4,4.7,160.4,0,Assam,-1
35.1,154.7,3.3,13.7,6.1,163.2,1,Bhuttan,+1
47.2,148.6,11.0,11.2,4.2,151.2,0,Assam,-1
32.3,152.2,11.2,6.8,4.5,154.7,0,Assam,-1
30.4,141.2,6.8,9.8,6.2,147.7,1,Bhuttan,+1
34.9,148.7,19.7,4.9,5.6,151.2,0,Assam,-1
41.0,163.8,6.3,8.1,5.3,166.3,0,Assam,-1
47.1,144.7,11.0,10.7,7.1,148.2,0,Bhuttan,+1
49.6,154.0,9.2,10.0,7.1,157.9,1,Bhuttan,+1
43.6,150.0,7.1,6.9,6.3,153.5,1,Bhuttan,+1
45.9,145.7,9.3,9.9,4.4,148.4,0,Assam,-1
54.8,124.8,13.5,8.0,6.9,127.3,0,Assam,-1
48.5,138.4,5.7,5.5,5.0,140.9,0,Assam,-1
40.8,166.9,17.5,10.1,5.9,170.1,1,Assam,-1
63.3,131.2,12.9,9.9,7.3,133.7,0,Assam,-1
27.0,113.5,3.5,10.2,4.0,122.1,1,Bhuttan,+1
38.2,165.8,16.1,7.2,5.4,168.3,0,Assam,-1
32.3,145.5,8.3,10.0,5.3,154.8,1,Bhuttan,+1
45.0,149.3,10.9,6.9,5.6,154.9,1,Bhuttan,+1
61.2,144.5,12.7,8.9,3.9,147.0,0,Assam,-1
47.0,134.3,10.8,7.0,4.3,136.8,0,Assam,-1
55.1,153.5,0.3,11.8,6.1,157.0,1,Bhuttan,+1
43.9,149.6,13.6,6.4,6.6,155.5,1,Bhuttan,+1
49.4,147.6,8.1,11.4,6.1,151.1,1,Bhuttan,+1
31.0,135.3,-2.1,13.1,5.5,138.8,1,Bhuttan,+1
57.6,146.0,14.7,9.0,5.6,148.5,0,Assam,-1
44.8,145.4,14.2,6.7,6.3,147.9,0,Assam,-1
53.6,157.0,10.9,8.0,5.8,162.3,1,Bhuttan,+1
42.6,133.5,5.5,12.2,5.8,139.5,1,Bhuttan,+1
50.2,153.7,13.9,7.9,6.5,156.2,0,Assam,-1
24.9,142.7,10.0,7.8,5.7,148.0,1,Bhuttan,+1
52.5,155.5,7.3,8.4,5.1,159.0,1,Bhuttan,+1
33.8,156.0,22.3,7.5,5.8,158.5,0,Assam,-1
36.4,143.0,14.7,11.3,4.7,147.4,1,Bhuttan,+1
43.1,149.1,5.3,10.3,6.0,152.6,1,Bhuttan,+1
23.0,127.1,7.2,10.6,6.2,132.1,0,Bhuttan,+1
46.9,135.5,7.0,9.9,5.3,139.0,1,Bhuttan,+1
31.3,134.6,8.1,8.5,4.6,137.1,0,Assam,-1
29.8,152.8,4.6,10.6,5.5,155.9,0,Assam,-1
44.3,143.3,4.2,6.3,6.8,146.8,1,Bhuttan,+1
60.6,145.8,17.1,8.3,5.4,148.3,1,Assam,-1
53.2,162.0,17.1,5.8,6.0,164.5,1,Assam,-1
48.1,148.0,13.8,8.3,4.1,150.5,0,Assam,-1
59.8,147.3,10.7,3.8,4.9,150.8,0,Assam,-1
47.5,150.5,16.5,7.6,4.7,153.0,0,Assam,-1
30.6,122.0,4.7,10.7,6.8,126.4,1,Bhuttan,+1
68.8,153.2,-0.5,10.3,5.6,155.7,0,Assam,-1
51.1,144.7,4.2,8.2,6.8,148.2,1,Bhuttan,+1
55.3,147.1,14.2,8.2,5.1,153.3,0,Assam,-1
55.5,139.4,5.3,8.1,7.5,144.6,1,Bhuttan,+1
55.1,154.3,19.0,10.0,3.6,158.3,1,Bhuttan,+1
29.6,139.3,9.5,9.5,6.6,144.4,1,Bhuttan,+1
47.5,140.4,3.7,7.6,4.0,143.9,1,Bhuttan,+1
56.3,150.9,4.4,7.2,4.0,154.4,1,Bhuttan,+1
42.2,152.4,10.4,6.9,5.4,157.1,1,Bhuttan,+1
44.0,147.8,10.9,9.7,7.2,152.4,1,Bhuttan,+1
61.4,125.1,11.2,7.6,5.5,128.8,0,Assam,-1
50.7,131.8,8.5,10.4,6.7,137.1,1,Bhuttan,+1
39.2,157.6,9.7,11.1,5.1,160.1,0,Assam,-1
41.5,144.8,9.4,8.8,5.6,148.3,1,Bhuttan,+1
50.3,131.0,13.8,7.6,5.2,133.5,1,Assam,-1
38.8,142.5,19.0,9.7,6.6,147.1,1,Bhuttan,+1
42.3,143.4,9.4,10.3,5.7,148.7,1,Bhuttan,+1
50.6,145.6,10.6,6.6,5.9,148.1,0,Assam,-1
49.5,146.9,3.2,10.0,5.0,150.4,1,Bhuttan,+1
24.3,141.5,4.9,8.0,5.1,144.0,0,Assam,-1
41.4,178.2,12.7,7.6,5.6,180.7,0,Assam,-1
54.7,151.3,6.8,14.2,5.6,158.0,1,Bhuttan,+1
50.5,160.7,5.4,9.7,7.3,164.3,1,Assam,-1
50.9,163.6,-1.3,6.5,5.2,166.1,0,Assam,-1
34.1,145.7,13.9,3.2,6.4,150.1,1,Bhuttan,+1
37.1,148.9,6.0,8.9,5.8,152.4,1,Bhuttan,+1
59.7,134.4,5.6,10.7,5.6,141.8,1,Bhuttan,+1
60.1,158.2,12.2,6.0,5.2,160.7,0,Assam,-1
42.8,162.2,15.4,6.8,6.0,164.7,0,Assam,-1
53.4,165.3,13.2,9.9,3.4,167.8,0,Assam,-1
40.8,138.7,10.8,12.3,6.2,144.1,1,Bhuttan,+1
29.8,128.3,3.5,11.3,6.0,131.8,0,Bhuttan,+1
52.0,145.8,1.4,9.4,6.2,152.5,1,Bhuttan,+1
46.1,167.3,19.3,10.4,6.1,170.8,1,Bhuttan,+1
52.5,153.9,10.3,7.3,6.2,157.5,0,Assam,-1
50.1,137.6,10.1,10.3,5.3,140.1,0,Assam,-1
34.6,143.2,14.7,8.0,5.5,152.0,1,Bhuttan,+1
55.4,149.5,19.5,8.5,5.6,152.0,0,Assam,-1
30.0,151.1,21.2,8.8,5.8,153.6,1,Assam,-1
57.0,141.6,16.7,10.4,4.9,145.1,1,Bhuttan,+1
47.6,138.6,15.1,8.6,5.6,141.1,0,Assam,-1
44.6,146.3,11.2,11.9,7.8,154.7,1,Bhuttan,+1
47.2,146.9,6.5,6.6,7.3,150.4,0,Bhuttan,+1
49.5,146.4,22.3,8.0,4.8,150.9,0,Assam,-1
53.0,150.6,17.1,6.5,5.5,156.3,0,Assam,-1
59.4,143.8,11.0,11.0,5.6,147.3,1,Bhuttan,+1
41.8,142.6,8.2,11.6,6.4,146.1,1,Bhuttan,+1
34.0,129.7,7.6,10.4,5.1,135.5,1,Bhuttan,+1
49.8,135.5,1.9,11.0,5.6,139.0,1,Bhuttan,+1
25.4,144.8,13.6,9.1,5.3,148.3,1,Bhuttan,+1
57.5,151.5,5.3,10.0,5.2,156.2,1,Bhuttan,+1
35.9,133.0,6.2,11.4,4.7,140.9,1,Bhuttan,+1
56.9,139.4,9.6,7.4,5.9,141.9,0,Assam,-1
47.6,139.5,11.0,7.4,6.6,143.0,1,Bhuttan,+1
47.1,133.9,11.5,7.6,3.8,136.8,1,Assam,-1
58.7,131.0,12.6,8.3,5.9,134.5,0,Assam,-1
61.8,152.8,12.7,8.1,3.6,158.8,0,Assam,-1
56.3,127.8,7.9,9.3,5.5,135.0,1,Bhuttan,+1
49.9,145.6,7.6,6.6,7.3,151.6,1,Bhuttan,+1
52.1,144.1,14.3,7.2,4.3,146.6,0,Assam,-1
59.8,152.0,10.8,8.6,6.2,155.5,1,Bhuttan,+1
31.5,148.7,2.9,6.5,5.1,151.2,0,Assam,-1
33.9,146.9,15.7,5.2,5.8,149.4,0,Assam,-1
59.7,155.9,17.0,13.7,6.8,161.8,1,Bhuttan,+1
42.4,146.4,18.8,5.9,6.4,151.2,1,Bhuttan,+1
48.8,142.4,15.7,8.1,5.5,144.9,0,Assam,-1
56.8,152.5,2.0,7.0,6.5,155.0,0,Assam,-1
49.1,133.2,-0.0,6.7,6.3,140.3,1,Bhuttan,+1
37.1,139.1,2.8,7.7,7.0,142.6,1,Bhuttan,+1
62.5,139.5,6.6,10.5,4.9,142.0,0,Assam,-1
47.2,137.3,16.4,8.8,4.0,140.7,0,Assam,-1
42.3,141.4,-1.7,9.9,4.4,147.8,1,Bhuttan,+1
45.6,135.4,12.7,8.1,4.5,138.9,1,Bhuttan,+1
35.0,155.1,16.4,6.6,5.6,157.6,0,Assam,-1
44.6,135.8,20.0,9.9,6.5,141.1,0,Bhuttan,+1
51.5,154.9,11.8,9.4,4.9,157.4,0,Assam,-1
48.5,128.7,14.5,9.1,5.9,131.2,0,Assam,-1
