
ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
447,     2,     6,     3,     8,     1,     6,     6,     6,     2,     9,     9,     6,     9,     0,     5,     3,     7,     4,     5,     5
448,     4,     3,     7,     7,     0,     7,     4,     7,     7,     1,     0,     6,     2,     3,     0,     3,     3,     8,     0,     1
449,    10,     6,     8,     8,     8,     9,     6,     5,     5,     3,     3,     5,     3,     2,     2,     7,     1,     4,     3,     3
450,     4,     4,     6,     8,     1,     8,     4,     5,     8,     3,     1,     6,     0,     0,     4,     4,     5,     4,     0,     1
451,     4,     5,     5,     6,     7,     6,     8,     5,     3,     8,     3,     5,     3,     5,     3,     9,     8,     5,     7,     4
452,     6,     2,     7,     5,     7,     6,     7,     6,     8,     8,     1,     2,     5,     5,     6,     5,     7,     6,     3,     3
453,     2,     2,     3,     8,     5,     9,     4,     5,     3,    10,     2,     3,     5,     5,     3,     7,     8,     3,     4,     1
454,     8,     4,     9,     6,     8,     7,     4,     3,     5,     9,     0,     3,     6,     5,     4,     2,     6,     3,     3,     2
455,     2,     4,     2,     9,     5,     8,     9,     4,     1,    10,     8,     7,     7,     1,     5,     7,     9,     5,     7,     6
456,     6,     8,    10,     7,     0,     7,     6,     4,     7,     2,     0,     4,     5,     1,     4,     4,    10,     5,     0,     3
457,     3,     4,     7,     7,     4,     5,     4,     6,     6,     8,     3,     4,     5,     6,     3,     4,     7,     4,     3,     2
458,     2,     0,     5,     7,     4,     7,     9,     5,     0,     8,     8,     6,     9,     2,     6,     3,    10,     4,     4,     9
459,     2,     3,     3,     8,     2,     6,     9,     4,     1,     8,     5,     6,     8,     2,     8,     5,     7,     4,     2,     6
460,     6,     4,     8,     6,     0,     8,     3,     6,     7,     2,     2,     3,     1,     3,     3,     2,     8,     6,     0,     2
461,     9,     8,     8,    10,     8,     7,     9,     6,     5,     3,     2,     7,     5,     1,     3,     5,     2,     4,     2,     1
462,     4,     3,     4,    10,     3,     7,     8,     2,     2,     8,    10,     8,     7,     3,     5,     7,     9,     4,     6,     6
463,     5,     6,     9,     5,     0,     7,     4,     6,    10,     3,     1,     7,     0,     3,     5,     5,     8,     3,     0,     1
464,    10,     9,     9,     8,     6,     5,     9,     4,     4,     2,     2,     2,     1,     4,     1,     7,     2,     3,     6,     1
465,     3,     5,     8,     6,     7,     6,     6,     5,     5,     7,     5,     4,     5,     6,     4,     4,     8,     3,     4,     3
466,     6,     2,     8,     7,     7,     5,     7,     4,     8,     6,     1,     5,     6,     5,     2,     4,     6,     6,     6,     1
467,     1,     0,     4,     8,     3,     4,     8,     4,     2,     9,     8,     4,     7,     6,     9,     3,     7,     5,     6,     5
468,    10,     9,     8,     8,     8,     7,     8,     8,     5,     3,     1,     6,     2,     2,     2,     6,     0,     4,     7,     0
469,     1,     2,     4,     8,     1,     5,     6,     9,     1,     8,    10,     8,     9,     2,     4,     7,     8,     5,     4,     7
470,     5,     3,     6,     7,     7,     7,     8,     4,     4,     9,     3,     5,     6,     8,     4,     4,     7,     6,     6,     0
471,     1,     0,     3,     4,     1,     6,    10,     2,     0,     8,     6,     5,     7,     4,     5,     4,     9,     6,     4,     9
472,     0,     3,     4,     9,     3,     4,     8,     4,     0,     9,     8,     7,     8,     2,     5,     5,     7,     5,     7,     5
473,     9,     8,     6,     7,     8,     7,     8,     1,     6,     4,     4,     3,     5,     3,     2,     4,     0,     4,     4,     3
474,     9,     8,     8,     8,     9,     7,     7,     6,     5,     3,     3,     3,     7,     5,     3,     5,     0,     3,     5,     3
475,     2,     3,     1,     9,     1,     6,     9,     5,     2,    10,     8,     5,     9,     1,     7,     1,     7,     3,     3,     6
476,     0,     4,    10,     7,     0,     8,     2,     5,     9,     1,     1,     5,     3,     2,     4,     7,    10,     7,     0,     1
477,    10,     9,     7,     9,     8,     6,     9,     3,     4,     1,     0,     3,     4,     6,     3,     4,     0,     5,     5,     1
478,     5,     3,     9,     5,     0,     8,     2,     6,     6,     0,     2,     5,     2,     4,     2,     3,     7,     4,     0,     4
479,     3,     5,     2,     8,     0,     7,     8,     3,     2,     7,     8,     3,    10,     2,     7,     3,     5,     3,     4,     2
480,     9,     9,     7,     9,     8,     6,     7,     4,     1,     0,     1,     6,     3,     1,     2,     5,     0,     5,     6,     5
481,     2,     1,     1,     9,     3,     7,     3,     7,     0,     9,     8,     5,     9,     1,     7,     7,     8,     5,     1,     6
482,     2,     2,     1,     7,     3,     4,    10,     4,     0,     9,     9,     5,     7,     4,     8,     7,     6,     3,     7,     5
483,     1,     1,     2,     9,     4,     6,     9,     4,     0,     6,     9,     8,     5,     2,     6,     6,     6,     6,     8,     6
484,     2,     3,     2,     6,     0,     5,    10,     4,     3,     9,     9,     4,     7,     1,     4,     8,     9,     2,     6,     6
485,    10,     8,     8,     9,    10,     5,     7,     6,     4,     0,     2,     7,     7,     5,     2,     4,     3,     5,     6,     4
486,     6,     1,     5,     8,     6,     8,     4,     2,     6,     8,     3,     7,     1,     5,     6,     6,     7,     5,     4,     1
487,     1,     5,     5,     9,     4,     5,     6,     6,     7,     7,     2,     6,     2,     7,     1,     3,     7,     5,     7,     1
488,     7,     7,     8,     7,     0,     9,     2,     4,     9,     2,     1,     5,     5,     2,     5,     3,     8,     5,     1,     4
489,     2,     2,     2,     9,     2,     7,     9,     9,     0,    10,    10,     4,     5,     2,     7,     5,     7,     7,     4,     5
490,     6,     6,     8,     5,     0,     9,     4,     4,    10,     4,     1,     4,     6,     1,     5,     8,     8,     4,     1,     4
491,     4,     3,     7,     8,     7,     4,     5,     3,     5,     8,     2,     6,     7,     7,     3,     6,     7,     2,     6,     1
492,     6,     7,     8,     6,     0,     7,     5,     5,     8,     3,     1,     3,     3,     4,     1,     5,     8,     5,     0,     3
493,     1,     1,     2,     9,     2,     7,    10,     2,     1,     9,     8,     5,     6,     6,     7,     2,     9,     4,     2,     7
494,     9,     6,     9,     6,     0,     7,     4,     6,     9,     1,     0,     6,     2,     4,     3,     4,     8,     6,     1,     1
495,     9,    10,     8,     8,     9,     7,     9,     4,     6,     2,     1,     4,     6,     1,     1,     3,     0,     6,     5,     2
496,     0,     0,     4,     7,     5,     5,     9,     5,     1,     9,     9,     7,     6,     3,     2,     5,     7,     3,     3,     5
497,    10,     6,     7,     7,     9,     6,     9,     5,     7,     1,     2,     8,     4,     3,     3,     7,     0,     4,     5,     1
498,     5,     5,     7,     6,     0,     9,     5,     2,     8,     1,     0,     4,     3,     3,     2,     2,     6,     2,     0,     4
499,    10,     9,     5,    10,     8,     8,     9,     5,     7,     3,     2,     6,     4,     3,     3,     3,     0,     4,     3,     2
500,     5,     2,     4,    10,     2,     5,     8,     8,     1,    10,     7,     6,     6,     2,     6,     4,    10,     4,     5,     9
501,     0,     1,     1,     8,     4,     8,     8,     5,     0,     6,     8,     5,     8,     1,     7,     3,     6,     4,     5,     9
502,     5,     6,     9,     4,     0,     7,     3,     4,     8,     2,     0,     7,     1,     3,     4,     7,     8,     6,     1,     3
503,     3,     9,     7,     8,     0,     8,     6,     4,     8,     1,     3,     6,     1,     2,     2,     6,     8,     2,     1,     3
504,     7,     4,     6,     6,     6,     8,     6,     4,     9,     7,     3,     4,     2,     6,     2,     3,     6,     5,     1,     2
505,     1,     3,     1,     8,     2,     5,     9,     2,     2,    10,     6,     6,     6,     0,     2,     5,     8,     7,     6,     5
506,     5,     8,     9,     3,     0,     9,     2,     3,     9,     2,     2,     9,     4,     3,     2,     4,     6,     4,     0,     6
507,     4,     1,     2,     7,     3,     5,    10,     6,     0,     7,     9,     4,     6,     1,     7,     5,     8,     5,     5,     6
508,     4,     1,     7,     9,     8,     5,     7,     4,     5,     7,     2,     4,     3,     6,     3,     4,     6,     6,     5,     2
509,     9,     8,    10,     8,     8,     7,     8,     4,     3,     2,     2,     6,     5,     3,     2,     6,     0,     4,     7,     1
510,    10,    10,     9,     8,     8,     5,     8,     6,     6,     1,     4,     6,     2,     4,     1,     5,     1,     2,     3,     1
511,     2,     2,     8,     8,     4,     4,     3,     5,     7,     8,     0,     4,     6,     5,     5,     5,     8,     7,     7,     3
512,     2,     5,     8,     7,     8,     8,     8,     6,     7,     9,     2,     5,     5,     6,     3,     7,     7,     5,     3,     2
513,     8,     5,     8,     6,     5,     7,     7,     4,     4,     9,     3,     4,     6,     6,     5,     5,     7,     5,     6,     2
514,     3,     1,     4,     8,     1,     7,     8,     4,     0,     8,     9,     6,    10,     2,     6,     3,     8,     6,     5,     7
515,    10,     9,     8,     8,     9,     8,     9,     4,     4,     1,     0,     4,     8,     6,     3,     8,     1,     3,     7,     4
516,     3,     5,     6,     7,     0,     8,     3,     7,     8,     2,     2,     5,     4,     3,     1,     8,     7,     4,     0,     5
517,     2,     2,     0,     8,     4,     5,     9,     6,     2,     7,     9,     6,     7,     4,     5,     5,     9,     2,     2,     6
518,     3,     5,    10,     7,     0,     7,     7,     1,     5,     3,     0,     5,     5,     4,     1,     7,     9,     6,     0,     4
519,    10,    10,     9,    10,     5,     6,     6,     7,     7,     4,     1,     5,     4,     2,     2,     5,     2,     3,     5,     3
520,     5,     6,    10,     5,     0,     6,     5,     4,     8,     2,     1,     3,     1,     3,     0,     7,     9,     2,     1,     8
521,     1,     3,     2,     8,     2,     5,     7,     6,     0,    10,     9,     5,     3,     1,     6,     2,     9,     7,     4,     8
522,     5,     6,     8,     6,     0,     9,     8,     6,     5,     0,     0,     6,     3,     6,     2,     6,     7,     3,     1,     3
523,    10,     9,    10,     8,     9,     6,     7,     6,     4,     1,     1,     2,     3,     3,     2,     5,     2,     3,     4,     0
524,     3,     4,     7,     6,     7,     6,     7,     3,     8,     8,     2,     3,     6,     3,     3,     6,     8,     3,     6,     0
525,     2,     2,     2,     5,     2,     7,     8,     7,     0,    10,     8,     6,     7,     5,     8,     2,     9,     3,     4,     7
526,     1,     1,     1,     8,     4,     6,     9,     6,     2,     7,     6,     7,     5,     1,     3,     6,     6,     3,     2,     8
527,     6,     7,     7,     4,     1,     6,     5,     6,     7,     4,     1,     5,     1,     2,     2,     6,     8,     7,     0,     4
528,     2,     5,    10,     8,     0,     7,     3,     3,     9,     5,     0,     8,     3,     3,     4,     6,     7,     5,     1,     4
529,     2,     4,     9,     7,     0,    10,     5,     4,     9,     2,     2,     7,     5,     5,     1,     5,     9,     5,     0,     6
530,    10,     8,     8,     6,     9,     7,     8,     6,     5,     1,     1,     7,     6,     2,     2,     3,     0,     5,     4,     3
531,     2,     1,     1,     7,     5,     8,     9,     8,     2,     8,     7,     3,     7,     2,     6,     5,     6,     6,     4,     9
532,     1,     1,     1,     7,     1,     7,     8,     3,     2,     9,     8,     7,     6,     1,     8,     5,     8,     3,     3,     6
533,     6,     8,     7,     5,     0,     7,     6,     6,     9,     6,     1,     5,     1,     3,     2,     9,     6,     6,     0,     1
534,    10,     7,     9,     8,     9,     7,     7,     8,     5,     0,     1,     7,     5,     2,     5,     1,     0,     5,     3,     1
535,     7,     6,     9,     8,     0,     9,     4,     4,     6,     2,     1,     6,     5,     1,     6,     4,     7,     2,     2,     3
536,     8,     5,     8,     8,     5,     6,     4,     7,     7,     9,     5,     4,     3,     6,     3,     3,     4,     6,     8,     2
537,    10,    10,     6,     8,     7,     6,    10,     6,     4,     3,     1,     3,     2,     3,     1,     4,     0,     4,     3,     3
538,    10,     7,     7,     9,     7,     5,    10,     4,     6,     3,     0,     3,     5,     0,     0,     6,     3,     5,     4,     0
539,     8,     2,     8,     5,     7,     8,     5,     4,     6,     9,     2,     6,     6,     6,     3,     4,     6,     5,     4,     1
540,    10,     7,     8,     6,     7,     9,     7,     6,     8,     3,     1,     6,     2,     2,     2,     6,     1,     7,     5,     3
541,     6,     1,     5,    10,     7,     8,     7,     4,     5,     9,     5,     6,     4,     6,     3,     6,     7,     3,     2,     2
542,     3,     3,     2,     9,     1,     4,     4,     4,     0,    10,     7,     6,     5,     5,     6,     5,     7,     5,     6,     4
543,     2,     2,     8,     7,     5,     7,     5,     4,     6,     7,     2,     5,     4,     7,     3,     6,     8,     4,     4,     2
544,     2,     5,     1,     8,     2,     8,     8,     7,     2,    10,     6,     4,     7,     4,     7,     7,     8,     6,     2,     5
545,    10,     7,     8,     9,     6,     9,     9,     2,     3,     1,     2,     6,     4,     3,     1,     8,     1,     4,     6,     2
546,     3,     6,     9,     5,     0,     9,     7,     5,     7,     2,     4,     5,     2,     0,     2,     3,    10,     6,     2,     3
547,     5,     2,     7,     3,     6,     7,     5,     4,     4,     8,     2,     5,     7,     7,     4,     3,     7,     3,     7,     1
548,     7,     2,     6,     8,     5,     5,     6,     5,     5,     9,     1,     9,     1,     4,     3,     4,     9,     6,     4,     3
549,     4,     3,     2,     7,     4,     8,     7,     6,     2,     8,     9,     5,     8,     5,     6,     5,     7,     4,     4,     8
550,     5,     6,     7,    10,     0,     3,     6,     4,     8,     1,     2,     7,     3,     3,     3,     3,     9,     5,     0,     2
551,    10,     7,    10,     9,     8,     7,     9,     8,     8,     2,     4,     4,     3,     2,     0,     5,     2,     3,     5,     2
552,     7,     1,     9,     9,     8,     5,     5,     7,     5,     6,     1,     7,     4,     5,     3,     4,     5,     6,     5,     3
553,    10,     9,     7,     8,    10,     7,     8,     5,     6,     0,     2,     4,     5,     1,     1,     4,     0,     5,     4,     0
554,     3,     2,     1,    10,     3,     7,     9,     6,     2,     8,    10,     9,     7,     3,     7,     4,    10,     3,     5,     7
555,     4,     4,     7,     9,     9,     6,     5,     3,     5,     8,     2,     3,     5,     6,     1,     5,     6,     6,     7,     1
556,    10,     8,     8,     7,     7,     7,     9,     7,     4,     3,     1,     5,     2,     2,     4,     3,     1,     6,     5,     1
557,     4,     4,     7,     7,     7,     7,     5,     5,     4,     9,     3,     6,     5,     4,     1,     5,     6,     5,     4,     2
558,    10,     6,     9,     8,     6,     6,    10,     7,     8,     2,     2,     6,     2,     1,     3,     6,     0,     4,     7,     3
559,     4,     3,     8,     3,     1,     6,     4,     5,     9,     1,     1,     4,     4,     3,     3,     7,     7,     3,     1,     1
560,     2,     5,     7,     7,     7,     3,     5,     5,     7,     8,     0,     6,     3,     4,     2,     5,     7,     6,     6,     2
561,     2,     2,     3,     7,     1,     7,     5,     5,     1,     9,     7,     4,     6,     1,     9,     5,     8,     6,     7,     6
562,     5,     5,    10,     6,     0,    10,     2,     7,     9,     2,     0,     6,     4,     3,     4,     6,     6,     3,     0,     6
563,     3,     2,     3,    10,     4,     7,     6,     4,     0,    10,     8,     7,     7,     2,     5,     4,     8,     4,     3,     6
564,     3,     4,     8,     6,     1,     7,     8,     3,     5,     4,     1,     5,     1,     2,     2,     5,     9,     4,     0,     3
565,    10,     6,     9,     8,     8,     6,     7,     4,     5,     0,     0,     4,     4,     4,     3,     7,     1,     4,     5,     1
566,     1,     2,     0,     7,     1,     6,     8,     5,     1,     9,     7,     4,     6,     2,     5,     9,     8,     4,     3,     6
567,     2,     0,     2,     9,     2,     6,     8,     6,     0,     8,     7,     6,     8,     7,     4,     5,     5,     2,     5,     7
568,     9,     7,     8,     8,     9,     8,     6,     8,     4,     1,     0,     5,     5,     2,     2,     4,     1,     4,     5,     3
569,     6,     3,     9,     7,     4,     6,     6,     4,     5,     9,     3,     6,     2,     4,     2,     5,     8,     5,     6,     2
570,    10,     8,     7,     4,     7,     4,     9,     4,     5,     4,     1,     7,     5,     3,     2,     4,     0,     6,     4,     2
571,     0,     2,     3,     8,     3,     8,     5,     5,     2,     7,     7,     4,     8,     4,     5,     6,     6,     2,     4,     4
572,     6,     2,     9,     8,     6,     7,     5,     6,     5,     9,     3,     6,     7,     4,     4,     6,     6,     5,     4,     3
573,    10,     7,     8,     9,     5,     8,     6,     4,     6,     3,     2,     7,     5,     1,     2,     6,     2,     4,     8,     1
574,     5,     7,     7,     7,     0,     6,     4,     5,    10,     1,     0,     6,     2,     1,     2,     4,     9,     7,     0,     3
575,     9,     8,     7,     6,     7,     6,     9,     5,     7,     3,     2,     5,     4,     5,     3,     3,     2,     5,     4,     2
576,     1,     6,     9,     4,     1,     9,     2,     7,    10,     2,     1,     7,     3,     1,     2,     6,     8,     1,     0,     3
577,     6,     3,     6,    10,     7,     7,     8,     3,     6,     9,     2,     5,     5,     3,     4,     5,     8,     3,     5,     3
578,    10,     8,     8,     9,     9,     4,     9,     4,     6,     0,     2,     5,     3,     1,     2,     6,     0,     2,     4,     3
579,    10,    10,     5,     9,    10,     7,     9,     4,     6,     3,     2,     7,     4,     3,     3,     8,     2,     3,     4,     1
580,    10,     9,     9,     7,     8,     6,     7,     5,     3,     0,     1,     4,     2,     5,     1,     6,     2,     3,     3,     2
581,     6,     0,     6,     8,     5,     7,     8,     8,     5,     8,     0,     5,     4,     5,     0,     3,     7,     3,     5,     3
582,     5,     5,     9,     5,     1,     9,     3,     4,     6,     1,     1,     4,     5,     4,     3,     8,     6,     5,     0,     6
583,     1,     2,     1,     9,     4,     8,     9,     7,     1,     7,     6,     7,     7,     2,     6,     6,     8,     5,     4,     7
584,    10,    10,     7,     7,     7,     7,     8,     5,     9,     3,     0,     5,     6,     1,     1,     5,     0,     8,     5,     1
585,     3,     2,     4,     6,     5,     8,     9,     8,     6,     7,     1,     5,     6,     6,     4,     3,     8,     5,     2,     2
586,     6,     6,     6,     6,     0,     8,     7,     4,     7,     3,     1,     6,     4,     3,     3,     5,     9,     2,     1,     3
587,     2,     1,     4,     9,     1,     7,     9,     4,     0,    10,     8,     5,     6,     3,     3,     6,     6,     4,     6,     4
588,     0,     3,     1,     6,     1,     6,     9,     5,     2,     7,     9,     7,     8,     2,     8,     1,     8,     5,     4,     8
589,     5,     4,     6,     6,     6,     7,     5,     3,     3,     8,     3,     6,     5,     8,     3,     4,     4,     5,     3,     1
590,     2,     4,     2,     7,     4,     7,     8,     5,     1,     8,     9,     5,     3,     1,     6,     6,     5,     5,     4,     7
591,     2,     5,     9,     6,     0,     7,     4,     5,     8,     3,     1,     6,     0,     3,     3,     6,     9,     3,     0,     8
592,     7,     6,     8,     6,     0,     6,     3,     7,     9,     3,     1,     5,     3,     1,     5,     5,    10,     6,     2,     5
593,     2,     0,     3,     8,     2,     7,     8,     5,     1,    10,     8,     6,     9,     2,     8,     2,     6,     8,     3,     6
594,     2,     3,     4,     8,     6,     6,     6,     5,     5,     7,     1,     3,     3,     5,     2,     8,     7,     3,     7,     2
595,     6,     8,     8,     6,     1,     6,     5,     3,    10,     1,     2,     4,     2,     3,     4,     4,     7,     6,     1,     2
596,     8,     7,     5,     6,     9,     7,     9,     5,     3,     0,     2,     3,     3,     1,     0,     5,     1,     8,     2,     2
597,     3,     4,     1,     9,     2,     5,     9,     4,     0,     9,     8,     4,     7,     2,     3,     3,     9,     5,     6,     8
598,     5,     6,    10,     5,     0,     6,     4,     6,     7,     1,     0,     4,     3,     5,     2,     6,     8,     5,     1,     3
599,     6,     7,     9,     7,     0,     7,     8,     4,     9,     1,     1,     6,     2,     3,     3,     2,     6,     6,     0,     3
600,     4,     3,     1,     7,     4,     7,     7,     4,     1,     9,     8,     6,     4,     1,     6,     4,     9,     5,     8,     5
601,     3,     3,     3,    10,     0,     6,     7,     5,     0,     7,     7,     6,     6,     2,     7,     5,     9,     3,     7,     5
602,    10,     8,    10,    10,     8,     7,     9,     5,     6,     2,     1,     6,     4,     1,     4,     6,     0,     5,     6,     3
603,    10,     8,     8,     9,     8,     5,    10,     4,     2,     1,     1,     4,     2,     0,     2,     2,     0,     7,     5,     3
604,     4,     2,     0,     9,     2,     5,    10,     6,     0,     7,    10,     6,     7,     3,     6,     6,    10,     7,     4,     5
605,     5,     6,     8,     6,     0,     8,     5,     7,    10,     3,     3,     7,     2,     1,     4,     2,     7,     7,     0,     1
606,     4,     2,     5,     7,     7,     6,     7,     6,     4,     8,     2,     5,     2,     6,     4,     8,     5,     4,     8,     2
607,     4,     2,     2,     8,     6,     4,     8,     8,     1,     9,     9,     5,     5,     2,     5,     5,     9,     4,     6,     5
608,     5,     2,     4,     9,     6,     7,     7,     1,     6,     9,     4,     5,     3,     8,     2,     5,     9,     6,     3,     1
609,     1,     6,     9,     5,     0,     6,     6,     6,     6,     2,     0,     6,     2,     1,     3,     5,     9,     6,     0,     3
610,     4,     5,     7,     6,     8,     7,     6,     7,     5,    10,     4,     8,     3,     5,     3,     6,    10,     4,     5,     6
611,     3,     2,     4,     8,     4,     5,     8,     3,     1,     9,     8,     5,     7,     3,     9,     7,     9,     3,     4,     6
612,     1,     1,     0,     8,     1,     6,     9,     4,     1,     8,     8,     4,     7,     3,     7,     3,     9,     8,     6,     8
613,     5,     5,     7,     7,     4,     5,    10,     4,     6,    10,     2,     5,     5,     8,     2,     3,     6,     5,     7,     1
614,     3,     1,     5,     7,     1,     6,     7,     4,     0,     9,     8,     8,     4,     2,    10,     5,     8,     5,     6,     7
615,     5,     0,     6,     6,     7,     7,     7,     4,     3,     8,     1,     8,     3,     7,     3,     4,     4,     4,     3,     0
616,    10,     6,     6,     8,     8,     7,    10,     6,     5,     1,     2,     5,     3,     2,     0,     4,     2,     3,     6,     2
617,     8,     9,     7,     9,     8,     8,     8,     4,     2,     3,     2,     8,     3,     4,     2,     8,     0,     6,     5,     2
618,     3,     0,     1,     7,     1,     6,     7,     7,     1,     8,     8,     9,     7,     2,     7,     4,     7,     1,     6,     6
619,    10,     7,     6,    10,     8,     7,     8,     3,     6,     2,     1,     5,     3,     3,     2,     5,     3,     4,     3,     2
620,     9,     8,     6,     7,     9,     5,     9,     4,     5,     4,     4,     4,     4,     6,     0,     7,     0,     6,     6,     4
621,     7,     1,     8,     6,     5,     3,     5,     5,     4,     8,     0,     7,     4,     7,     3,     6,     6,     7,     3,     3
622,     3,     2,     3,    10,     3,     8,     8,     4,     1,    10,     9,     6,     8,     3,     8,     7,     8,     5,     7,     9
623,     2,     2,     0,     6,     0,     5,    10,     4,     2,     6,     9,     1,     5,     1,     7,     4,     9,     6,     4,     5
624,    10,     9,     8,     9,     7,     3,     8,     2,     5,     0,     2,     6,     3,     0,     0,     3,     3,     4,     6,     2
625,    10,     7,     8,     7,     9,     4,     9,     7,     7,     3,     2,     3,     4,     3,     3,     5,     1,     6,     4,     1
626,     2,     1,     5,     5,     2,     6,     8,     6,     0,    10,     8,     7,     7,     2,     6,     4,     8,     6,     5,     5
627,     5,     4,     6,     8,     7,     5,     8,     5,     8,     9,     0,     5,     5,     5,     2,     5,     8,     4,     4,     1
628,    10,     9,     9,     9,     6,     4,     9,     4,     7,     2,     0,     7,     1,     3,     4,     6,     2,     4,     4,     3
629,     5,     1,     6,     5,     8,     6,     4,     7,     7,     7,     3,     2,     4,     5,     3,     7,     7,     5,     5,     0
630,     7,     7,     8,     6,     0,     9,     2,     7,     7,     0,     1,     5,     3,     2,     3,     7,    10,     2,     0,     2
631,     7,     7,     9,     7,     0,     8,     3,     4,     6,     2,     1,     6,     3,     1,     0,     7,     8,     5,     1,     4
632,     6,     4,    10,     3,     0,     7,     3,     4,    10,     3,     1,     5,     4,     3,     3,     6,     7,     3,     1,     2
633,     9,     8,     8,     6,     6,     8,     9,     6,     3,     2,     3,     5,     4,     1,     3,     5,     0,     3,     4,     3
634,     4,     7,     9,     4,     0,     9,     2,     5,     9,     2,     2,     6,     3,     3,     4,     4,     8,     5,     0,     4
635,     0,     2,     3,     6,     4,     4,     8,     6,     1,    10,     8,     5,     8,     2,     8,     4,     9,     5,     3,     8
636,     3,     3,     2,     7,     3,     8,     8,     5,     2,     7,     9,     2,     7,     3,     5,     7,     7,     5,     4,     7
637,     5,     6,     9,     7,     1,     7,     5,     5,     8,     1,     0,     7,     2,     2,     2,     7,     8,     5,     0,     3
638,     8,     2,     5,     2,     4,     6,     6,     5,     6,     9,     0,     6,     5,     5,     3,     5,     8,     4,     3,     0
639,     0,     2,     1,     8,     0,     4,     9,     5,     0,     9,     8,     5,     6,     4,     7,     6,     8,     6,     6,     9
640,     7,     8,     9,     6,     1,     8,     4,     4,    10,     4,     1,     7,     5,     3,     2,     4,     9,     5,     0,     3
641,     4,     6,     7,     8,     7,     5,     5,     8,     8,     7,     2,     8,     2,     4,     2,     4,     6,     4,     4,     1
642,     2,     1,     2,     9,     2,     3,     6,     4,     1,     9,     8,     4,    10,     2,     4,     3,     9,     4,     6,     4
643,     5,     7,     9,     8,     0,     7,     3,     5,     7,     0,     1,     4,     4,     2,     3,     5,     7,     7,     2,     3
644,     8,     5,     6,     8,     5,     4,     6,     2,     5,     7,     3,     5,     4,     5,     3,     5,    10,     5,     3,     2
645,     6,     9,     7,     4,     1,     6,     4,     3,     5,     1,     2,     6,     5,     1,     2,     5,     6,     3,     0,     1
646,     9,     9,     6,     6,    10,     7,     7,     7,     5,     2,     4,     6,     3,     3,     1,     5,     0,     3,     5,     0
647,     5,     4,     7,     8,     7,     6,     6,     7,     7,     8,     2,     6,     6,     4,     3,     7,     7,     4,     6,     0
648,     4,     5,     8,     7,     0,     7,     4,     5,     7,     3,     1,     4,     2,     4,     1,     6,     7,     4,     0,     2
649,    10,     9,     9,     6,     8,     5,     9,     5,     5,     2,     1,     6,     4,     3,     5,     6,     0,     8,     3,     3
650,     5,     5,     9,     8,     0,     6,     6,     7,     7,     3,     2,     6,     1,     3,     1,     3,     8,     4,     1,     3
651,     6,     6,     9,     4,     1,     8,     4,     6,     7,     2,     0,     5,     2,     2,     3,     7,    10,     5,     0,     2
652,     2,     2,     4,     7,     6,     6,     6,     5,     4,     7,     0,     6,     3,     3,     1,     5,     7,     5,     5,     2
653,     2,     2,     3,     9,     3,     6,     8,     6,     0,     8,     9,     8,     8,     2,     6,     3,     7,     4,     6,     6
654,    10,     8,     7,     7,     9,     3,     7,     8,     5,     5,     3,     6,     4,     2,     3,     4,     3,     4,     6,     1
655,     8,     7,     8,     6,     0,     7,     4,     6,     8,     0,     2,     6,     2,     4,     3,     4,     7,     6,     1,     4
656,     5,     3,    10,     6,     5,     8,     9,     6,     7,     7,     4,     6,     3,     6,     1,     3,     7,     5,     5,     1
657,     5,     3,     9,     4,     9,     5,     7,     3,     6,     7,     4,     6,     3,     5,     3,     8,     6,     4,     5,     1
658,     6,     1,     9,     5,     7,     8,     8,     5,     5,     8,     1,     5,     4,     5,     4,     3,     5,     3,     3,     3
659,     0,     3,     1,     8,     5,     7,     8,     5,     0,     9,     9,     5,     7,     3,     7,     5,     8,     6,     6,     5
660,     3,     5,     8,     6,     0,     8,     7,     1,    10,     0,     1,     5,     3,     1,     6,     5,     8,     4,     1,     3
661,     1,     4,     1,     9,     5,     7,     8,     7,     0,     8,     9,     6,     5,     0,     7,     6,     9,     7,     6,     9
662,     4,     4,     2,     7,     4,     3,     8,     8,     0,    10,    10,     5,     5,     2,     6,     5,     8,     4,     5,     4
663,     8,     6,     9,     6,     0,     9,     3,     5,     9,     1,     2,     6,     3,     2,     1,     5,     6,     5,     0,     3
664,    10,     8,     7,     9,     8,     7,     7,     6,     5,     2,     2,     6,     4,     1,     4,     5,     2,     4,     7,     2
665,     5,     5,     9,     4,     0,     6,     3,     3,     8,     1,     2,     4,     0,     3,     2,     4,     9,     6,     0,     1
666,     4,     4,     9,     8,     6,     6,     8,     3,     3,     9,     1,     8,     5,     4,     3,     6,     8,     6,     7,     1
667,     7,     7,     8,     7,     0,     5,     3,     3,     9,     1,     1,     6,     2,     1,     5,     8,     4,     5,     0,     4
668,     6,     4,     5,     8,     1,     7,     7,     4,     5,     8,     3,     2,     3,     6,     3,     5,     8,     4,     5,     1
669,     7,     4,     7,     8,     6,     6,     9,     5,     5,     9,     3,     3,     4,     9,     6,     2,     8,     4,     4,     1
670,     5,     7,     9,     6,     0,     6,     7,     4,     6,     5,     2,     3,     4,     2,     3,     4,     8,     1,     0,     1
